operator_id,permit_id,account_holder,installation_name,regulator,account_status,first_year,last_year,nace_code,nace_description,regulated_activity,cps_scope,cps_scope_rule,recorded_emissions_2021,recorded_emissions_2022,recorded_emissions_2023,recorded_emissions_2024,surrender_status_2021,surrender_status_2022,surrender_status_2023,surrender_status_2024,alloc_entitlement_2025,alloc_delivered_2025,alloc_entitlement_2026,alloc_delivered_2026
1000365,UK-E-IN-11763,The University of Birmingham,The University of Birmingham,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,38321.0,37383.0,35549.0,35230.0,A,A,A,A,3352,3352,4954,4954
1000366,UK-E-IN-11859,The University of Manchester,University of Manchester,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,28879.0,31321.0,30108.0,29221.0,A,A,A,A,3564,3564,3564,3564
1000367,UK-E-IN-13814,Thornton Estate Energy Limited,TEEL – Shirebrook,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9458.0,18966.0,12999.0,9783.0,A,A,A,A,0,0,0,0
1000368,UK-E-IN-13415,Tillingham Power Limited,Tillingham Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,8228.0,8539.0,2869.0,1336.0,A,A,A,A,0,0,0,0
1000369,UK-E-IN-11823,Toray Textiles Europe Limited,Toray Textiles Europe Limited,EA,OPEN,2021,,1330,Finishing of textiles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,3917.0,3291.0,3635.0,3882.0,A,A,A,A,2233,2233,2233,2233
1000370,UK-E-IN-12795,Prax Lindsey Oil Refinery Limited,Lindsey Oil Refinery,EA,OPEN,2021,,1920,Manufacture of refined petroleum products,REFINING_OF_MINERAL_OIL,CPS_NOT_APPLICABLE,R7_process_activity,1176817.0,917451.0,1204434.0,737380.0,A,A,A,A,541475,541475,0,0
1000371,UK-E-IN-11643,Toyota Motor Manufacturing (UK) Limited,Toyota Motor Manufacturing (UK) Limited,EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,22303.0,17070.0,14327.0,12783.0,A,A,A,A,2747,2747,2747,2747
1000372,UK-E-IN-11840,Tronox Pigment UK Limited,Tronox Pigment - CHP Plant,EA,OPEN,2021,,2012,Manufacture of dyes and pigments,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,177614.0,132221.0,112545.0,123381.0,A,A,A,A,69973,78001,69973,69973
1000373,UK-E-IN-13419,UK Power Reserve Limited,Mansfield Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,12343.0,12114.0,4412.0,2968.0,A,A,A,A,0,0,0,0
1000374,UK-E-IN-13421,UK Power Reserve Limited,Hemel Hempstead Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,14827.0,11731.0,7329.0,7823.0,A,A,A,A,0,0,0,0
1000375,UK-E-IN-13429,UK Power Reserve Limited,Stanlow Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,16309.0,10473.0,6401.0,2893.0,A,A,A,A,0,0,0,0
1000376,UK-E-IN-13428,UK Power Reserve Limited,Bracknell Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,15481.0,11432.0,5764.0,4245.0,A,A,A,A,0,0,0,0
1000377,UK-E-IN-13423,UK Power Reserve Limited,Tottenham Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,11872.0,12798.0,5804.0,5685.0,A,A,A,A,0,0,0,0
1000378,UK-E-IN-13424,UK Power Reserve Limited,Immingham Queens Road Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9266.0,10031.0,2053.0,1670.0,A,A,A,A,0,0,0,0
1000379,UK-E-IN-13504,UK Power Reserve Limited,Cadishead Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7018.0,6745.0,1656.0,1538.0,A,A,A,A,0,0,0,0
1000380,UK-E-IN-13397,UK Power Reserve Limited,Immingham Kings Road Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9527.0,9451.0,2135.0,933.0,A,A,A,A,0,0,0,0
1000381,UK-E-IN-13395,UK Power Reserve Limited,Carrington Peel Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,15525.0,11437.0,4728.0,2750.0,A,A,A,A,0,0,0,0
1000382,UK-E-IN-13386,UK Power Reserve Limited,Bristol Road Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,13435.0,10120.0,8247.0,6294.0,A,A,A,A,0,0,0,0
1000383,UK-E-IN-13773,UK Power Reserve Limited,Sevington Generating Plant,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,6064.0,7163.0,4139.0,4381.0,A,A,A,A,0,0,0,0
1000384,UK-E-IN-13662,UK Power Reserve Limited,Spondon Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,26759.0,23456.0,17288.0,21461.0,A,A,A,A,0,0,0,0
1000385,UK-E-IN-13645,UK Power Reserve Limited,Mollison Avenue Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,13389.0,11464.0,6254.0,5628.0,A,A,A,A,0,0,0,0
1000386,UK-E-IN-13644,UK Power Reserve Limited,Lyon Road Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,14805.0,11078.0,9393.0,9065.0,A,A,A,A,0,0,0,0
1000387,UK-E-IN-13640,UK Power Reserve Limited,Thelwall Lane Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,14499.0,9975.0,4489.0,3632.0,A,A,A,A,0,0,0,0
1000388,UK-E-IN-13575,UK Power Reserve Limited,Nottingham Road Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,13476.0,9741.0,5780.0,6773.0,A,A,A,A,0,0,0,0
1000389,UK-E-IN-13641,UK Power Reserve Limited,Alders Way Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,15184.0,10942.0,9655.0,8200.0,A,A,A,A,0,0,0,0
1000390,UK-E-IN-13642,UK Power Reserve Limited,Lodge Lane Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,13934.0,11595.0,6656.0,8216.0,A,A,A,A,0,0,0,0
1000391,UK-E-IN-13508,UK Power Reserve Limited,Beaufort Road Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,15696.0,10710.0,4360.0,2944.0,A,A,A,A,0,0,0,0
1000392,UK-E-IN-13547,UK Power Reserve Limited,Thamesteel Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,8637.0,7178.0,2460.0,1618.0,A,A,A,A,0,0,0,0
1000393,UK-E-IN-13509,UK Power Reserve Limited,Globe Industrial Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,13949.0,10668.0,5329.0,2868.0,A,A,A,A,0,0,0,0
1000394,UK-E-IN-13515,UK Power Reserve Limited,Chadderton Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7521.0,9477.0,1902.0,1902.0,A,A,A,A,0,0,0,0
1000395,UK-E-IN-11546,Unilever UK Limited,Port Sunlight Factory,EA,OPEN,2021,,2041,"Manufacture of soap and detergents, cleaning and polishing preparations",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,20707.0,19055.0,18018.0,16104.0,A,A,A,A,1906,1906,1906,1906
1000396,UK-E-IN-12934,University of East Anglia,District Heating and CHP,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,16709.0,16839.0,15955.0,14045.0,A,A,A,A,1491,1491,1854,1854
1000397,UK-E-IN-11850,University of Liverpool Energy Company Limited,ULEC Ashton Street Energy Centre,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,34623.0,27792.0,23449.0,31539.0,A,A,A,A,3369,3369,3369,3369
1000398,UK-E-IN-11579,University of Oxford,University of Oxford,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,8354.0,7066.0,6890.0,7457.0,A,A,A,A,1274,1274,1274,1274
1000399,UK-E-IN-12016,University of Warwick,University of Warwick,EA,OPEN,2021,,8542,Tertiary education,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,30467.0,30476.0,27823.0,22042.0,A,A,A,A,3729,3729,3729,3729
1000400,UK-E-IN-11690,Vauxhall Motors Limited,"Vauxhall Motors, Ellesmere Port",EA,OPEN,2021,,2910,Manufacture of motor vehicles,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,11701.0,7690.0,11494.0,12130.0,A,A,A,A,2099,2099,0,0
1000401,UK-E-IN-11541,Venator Materials UK Limited,Venator Materials UK Limited,EA,OPEN,2021,,2012,Manufacture of dyes and pigments,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,164258.0,147115.0,129715.0,131051.0,A,A,A,A,103846,118147,103846,103846
1000402,UK-E-IN-11727,Veolia Energy Cleanpower One UK Limited,Sonoco CHP Plant,EA,CLOSED,2021,2021,1712,Manufacture of paper and paperboard,PRODUCTION_OF_PAPER_OR_CARDBOARD,CPS_NOT_APPLICABLE,R7_process_activity,2833.0,,,,A,,A,,0,0,0,0
1000403,UK-E-IN-13816,VIRTUS LONDON 10 LIMITED,London 10,EA,OPEN,2021,,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,5.0,18.0,5.0,48.0,A,A,A,A,0,0,0,0
1000404,UK-E-IN-13846,VIRTUS LONDON 6 LIMITED,London 6,EA,OPEN,2021,,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,57.0,94.0,46.0,82.0,A,A,A,A,0,0,0,0
1000405,UK-E-IN-13867,VIRTUS LONDON 7 LIMITED,London 7,EA,OPEN,2021,,6311,"Data processing, hosting and related activities",COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,66.0,177.0,62.0,288.0,A,A,A,A,0,0,0,0
1000406,UK-E-IN-13847,VP Flexgen Limited,VP Balby Carr,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,2786.0,5274.0,646.0,,A,B,A,C,0,0,0,0
1000407,UK-E-IN-11381,VPI Immingham LLP,VPI Immingham,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,2742865.0,2297644.0,2042240.0,1783292.0,A,A,A,A,0,0,0,0
1000408,UK-E-IN-13338,VYNOVA Runcorn Limited,Runcorn Halochemicals Manufacturing Installation,EA,OPEN,2021,,2014,Manufacture of other organic basic chemicals,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,10487.0,3256.0,1411.0,1702.0,A,A,A,A,80,80,80,80
1000409,UK-E-IN-13697,Walker & Son (Hauliers) Limited,BALBY-B,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,1860.0,859.0,249.0,1.0,A,A,A,A,0,0,0,0
1000410,UK-E-IN-13778,Walker & Son (Hauliers) Limited,DINNINGTON-1,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,733.0,4871.0,574.0,60.0,A,A,A,A,0,0,0,0
1000411,UK-E-IN-13674,Walker & Son (Hauliers) Limited,Carrhill-1 Electricity Generating Plant,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,4822.0,1644.0,449.0,2.0,A,A,A,A,0,0,0,0
1000412,UK-E-IN-13698,Walker & Son (Hauliers) Limited,WATERVOLE-1,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,3075.0,4181.0,528.0,2.0,A,A,A,A,0,0,0,0
1000413,UK-E-IN-12698,Walkers Snack Foods Limited,Snacks Manufacturing Plant Leicester,EA,OPEN,2021,,1031,Processing and preserving of potatoes,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,31905.0,34213.0,33109.0,32982.0,A,A,A,A,6704,6704,7648,7648
1000414,UK-E-IN-13560,Warrington Power Limited,Warrington Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9786.0,11031.0,2581.0,986.0,A,A,A,A,0,0,0,0
1000415,UK-E-IN-13630,Wavin Limited,Hazlehead,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,11957.0,10116.0,5686.0,5554.0,A,A,A,A,4209,5952,4209,4209
1000416,UK-E-IN-11551,Weetabix Limited,Weetabix Limited,EA,OPEN,2021,,1061,Manufacture of grain mill products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,33312.0,35098.0,30195.0,32966.0,A,A,A,A,3748,3748,3748,3748
1000417,UK-E-IN-11645,Wessex Water Services Limited,Avonmouth STW CHP and Standby Generation,EA,OPEN,2021,,3821,Treatment and disposal of non-hazardous waste,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,9804.0,8282.0,8260.0,8166.0,A,A,A,A,0,0,0,0
1000418,UK-E-IN-13767,Westwood Power Limited,Westwood Power,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,9414.0,12682.0,4185.0,2455.0,A,A,A,A,0,0,0,0
1000419,UK-E-IN-13555,Wharf Power Limited,Wharf Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,8248.0,10517.0,6784.0,2833.0,A,A,A,A,0,0,0,0
1000420,UK-E-IN-13369,Whitetower Energy Limited,Derby Cogen,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7430.0,11477.0,8885.0,3810.0,A,A,A,A,0,0,0,0
1000421,UK-E-IN-11968,Whitetower Energy Limited,Exeter Power,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,5357.0,7317.0,4936.0,2493.0,A,A,A,A,0,0,0,0
1000422,UK-E-IN-11970,Whitetower Energy Limited,Heartlands Power,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,20783.0,19979.0,6506.0,4917.0,A,A,A,A,0,0,0,0
1000423,UK-E-IN-11981,Whitetower Energy Limited,Viking Power,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,7659.0,10256.0,1380.0,2270.0,A,A,A,A,0,0,0,0
1000424,UK-E-IN-11969,Whitetower Energy Limited,Croydon Energy,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,6854.0,14472.0,3992.0,1533.0,A,A,A,A,0,0,0,0
1000425,UK-E-IN-11956,Wienerberger Limited,Wienerberger Limited - Waresley,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,30699.0,30257.0,24137.0,23482.0,A,A,A,A,18522,18522,18522,18522
1000426,UK-E-IN-11844,Wienerberger Limited,Sandown Brickworks,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,17185.0,17158.0,15123.0,13991.0,A,A,A,A,12141,12141,0,0
1000427,UK-E-IN-11845,Wienerberger Limited,Warnham Brickworks,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,22624.0,21457.0,16057.0,19092.0,A,A,A,A,11562,11562,11562,11562
1000428,UK-E-IN-12651,Wienerberger Limited,Broomfleet Works,EA,OPEN,2021,,2332,"Manufacture of bricks, tiles and construction products, in baked clay",MANUFACTURE_OF_CERAMICS,CPS_NOT_APPLICABLE,R7_process_activity,23908.0,23921.0,17465.0,15885.0,A,A,A,A,6262,6262,0,0
1000429,UK-E-IN-12933,Winnington CHP Limited,Winnington Sodium Carbonate Manufacturing Site,EA,OPEN,2021,,2013,Manufacture of other inorganic basic chemicals,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R6_industrial_combustion,365383.0,342049.0,341296.0,315625.0,A,A,A,A,41466,41466,41466,41466
1000430,UK-E-IN-13491,Wolverhampton Power Ltd,Wolverhampton Power Station,EA,OPEN,2021,,3511,Production of electricity,COMBUSTION_OF_FUELS,CPS_COVERED,R5_electricity_combustion,6809.0,9026.0,5127.0,2322.0,A,A,A,A,0,0,0,0
1000431,UK-N-IN-12136,Dale Farm Ltd,Dale Farm Ltd,DAERA,OPEN,2021,,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R1_northern_ireland,12306.0,10860.0,10229.0,9645.0,A,A,A,A,2437,2437,2437,2437
1000432,UK-N-IN-12127,Encirc Limited,Encirc Limited,DAERA,OPEN,2021,,2313,Manufacture of hollow glass,MANUFACTURE_OF_GLASS,CPS_NOT_APPLICABLE,R1_northern_ireland,76020.0,82372.0,79958.0,85953.0,A,A,A,A,57106,57106,57106,57106
1000433,UK-N-IN-13346,LacPatrick Dairies (NI) Ltd,LacPatrick Dairies (NI) Ltd,DAERA,OPEN,2021,,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R1_northern_ireland,19818.0,20086.0,20774.0,24911.0,A,A,A,A,13147,13147,13147,13147
1000434,UK-N-IN-13304,CEMCOR LTD,Cookstown Cement,DAERA,OPEN,2021,,2351,Manufacture of cement,PRODUCTION_OF_CEMENT_CLINKER,CPS_NOT_APPLICABLE,R1_northern_ireland,313757.0,276333.0,267330.0,263702.0,A,A,A,A,238831,238831,238831,238831
1000435,UK-N-IN-13382,Lakeland Dairies (NI) Ltd,Lakeland Dairies (NI) Ltd,DAERA,CLOSED,2021,2023,1051,Operation of dairies and cheese making,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R1_northern_ireland,610.0,735.0,218.0,,A,A,A,,0,0,0,0
1000436,UK-N-IN-13519,Linergy Ltd,Linergy Ltd,DAERA,CLOSED,2021,2024,1041,Manufacture of oils and fats,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R1_northern_ireland,7807.0,6511.0,5139.0,702.0,A,A,A,A,0,0,0,0
1000437,UK-N-IN-12116,Moy Park Limited,"Moy Park Ltd., Dungannon",DAERA,OPEN,2021,,1013,Production of meat and poultry meat products,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R1_northern_ireland,18365.0,17431.0,18210.0,18021.0,A,A,A,A,2827,2827,2827,2827
1000438,UK-N-IN-12121,Short Brothers PLC,Short Brothers PLC,DAERA,OPEN,2021,,3030,Manufacture of air and spacecraft and related machinery,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R1_northern_ireland,10686.0,10799.0,10712.0,11510.0,A,A,A,A,1918,1918,1918,1918
1000439,UK-N-IN-13524,The Lycra Company UK Limited,The Lycra Company UK Limited,DAERA,OPEN,2021,,1310,Preparation and spinning of textile fibres,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R1_northern_ireland,101804.0,100337.0,98347.0,101551.0,A,A,A,A,41834,41834,41834,41834
1000440,UK-D-IN-13497,Chrysaor Limited,Lomond,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,85095.0,103694.0,89048.0,87754.0,A,A,A,A,21887,21887,21887,21887
1000441,UK-D-IN-13130,Chrysaor North Sea Limited,Armada,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,134513.0,130886.0,121653.0,134242.0,A,A,A,A,31763,31763,31763,31763
1000442,UK-D-IN-13176,CNOOC Petroleum Europe Limited,Buzzard,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,343454.0,359364.0,344581.0,308970.0,A,A,A,A,61401,61401,61401,61401
1000443,UK-D-IN-13179,CNOOC Petroleum Europe Limited,Golden Eagle,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,139563.0,135542.0,128134.0,122192.0,A,A,A,A,15875,15875,15875,15875
1000444,UK-D-IN-13178,CNOOC Petroleum Europe Limited,Scott,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,195507.0,177167.0,149757.0,187647.0,A,A,A,A,14749,14749,14749,14749
1000445,UK-D-IN-13149,CNR International (UK) Limited,Ninian Central Platform,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,231636.0,161008.0,165121.0,165366.0,A,A,A,A,37667,37841,37667,37667
1000446,UK-D-IN-13151,CNR International (UK) Limited,Ninian Southern Platform,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,184779.0,167523.0,164519.0,165916.0,A,A,A,A,26449,26449,0,0
1000447,UK-D-IN-13153,CNR International (UK) Limited,Tiffany Platform,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,172478.0,169604.0,172991.0,174495.0,A,A,A,A,75714,75714,75714,75714
1000448,UK-D-IN-13141,Chrysaor (U.K.) Britannia Limited,Britannia,OPRED,OPEN,2021,,620,Extraction of natural gas,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,300897.0,302961.0,292767.0,263615.0,A,A,A,A,85539,85539,85539,85539
1000449,UK-D-IN-13154,Chrysaor Petroleum Company U.K. Limited,Judy Offshore Platform Complex,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,193274.0,195702.0,213671.0,168847.0,A,A,A,A,55623,55623,55623,55623
1000450,UK-D-IN-13159,Dana Petroleum (E&P) Limited,"Triton Floating Production, Storage and Offload Vessel",OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,151665.0,140615.0,140493.0,115499.0,A,A,A,A,31051,31051,31051,31051
1000451,UK-D-IN-13455,Dana Petroleum (E&P) Limited,Western Isles FPSO,OPRED,OPEN,2021,2024,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,94752.0,82317.0,85808.0,36072.0,A,A,A,A,0,0,0,0
1000452,UK-D-IN-13351,EnQuest Heather Limited,Armada Kraken FPSO,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,264519.0,272228.0,229572.0,225816.0,A,A,A,A,86329,86329,86329,86329
1000453,UK-D-IN-13164,EnQuest Heather Limited,Heather Alpha,OPRED,OPEN,2021,2023,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,19244.0,16848.0,11987.0,,A,A,A,,0,0,0,0
1000454,UK-D-IN-13162,EnQuest Heather Limited,Kittiwake Alpha,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,64734.0,58676.0,65312.0,66408.0,A,A,A,A,5880,5880,5880,5880
1000455,UK-D-IN-13685,EnQuest Heather Limited,Magnus,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,238108.0,242482.0,254969.0,242198.0,A,A,A,A,25949,25949,25949,25949
1000456,DTI1013,EnQuest Heather Limited,Northern Producer Floating Production Facility,OPRED,CLOSED,2021,2021,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,5711.0,,,,A,,A,,0,0,0,0
1000457,DTI8900,EnQuest Heather Limited,Thistle A,OPRED,CLOSED,2021,2022,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,2991.0,1889.0,,,A,A,,,0,0,0,0
1000458,UK-D-IN-13263,Equinor UK Limited,Mariner PDQ,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,134860.0,112574.0,118079.0,149374.0,A,A,A,A,45110,45110,45110,45110
1000459,UK-D-IN-13267,Equinor UK Limited,Mariner FSU,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,13351.0,15049.0,14820.0,14207.0,A,A,A,A,2266,2266,2266,2266
1000460,UK-D-IN-13348,Ithaca Energy (UK) Ltd,FPF1,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,120687.0,113344.0,106305.0,72220.0,A,A,A,A,36349,36349,36349,36349
1000461,UK-D-IN-13832,TAQA Bratani Limited,Brae Alpha,OPRED,OPEN,2021,,610,Extraction of crude petroleum,COMBUSTION_OF_FUELS,CPS_NOT_APPLICABLE,R2_offshore,235123.0,212237.0,193637.0,191219.0,A,A,A,A,22519,26263,22519,22519
